# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 10, mean observations per image: 973.364
3 0.999805 0.0191419 -0.00379271 0.00315894 -0.760698 1.03515 2.11714 4 2000_1_render_lynda.png
